flow [gpm]	head [ft]	speed [Hz]
7.2341225	32.71681503	55
7.769703333	32.54134439	55
8.717225	32.22054673	55
9.376491667	31.98995712	55
10.36493333	31.63356488	55
11.27151667	31.29604558	55
12.589775	30.7882202	55
13.45501667	30.44453334	55
14.07303333	30.19424782	55
14.4848	30.02533544	55
14.937725	29.83759403	55
16.13250833	29.33285546	55
16.873725	29.01303525	55
17.32665	28.81516408	55
17.65619167	28.67005362	55
17.8618	28.57903452	55
0	28.47222222	50
2.043541667	28.17605736	50
2.530433333	28.07707772	50
2.979858333	27.97955794	50
3.316875	27.90293073	50
4.028991667	27.73210744	50
4.7407	27.55046666	50
4.928041667	27.50098439	50
5.902233333	27.23335235	50
6.576475	27.0386901	50
7.063366667	26.89367305	50
7.92475	26.62855102	50
8.524083333	26.43798109	50
9.422666667	26.14344205	50
10.24683333	25.86450048	50
11.44525	25.44481008	50
12.23183333	25.16077136	50
12.79366667	24.95392382	50
13.168	24.81432681	50
13.57975	24.65916862	50
14.66591667	24.24202931	50
15.33975	23.97771508	50
15.7515	23.81418519	50
16.05108333	23.69425919	50
16.238	23.6190368	50
0	23.0625	45
1.8391875	22.82260646	45
2.27739	22.74243295	45
2.6818725	22.66344193	45
2.9851875	22.60137389	45
3.6260925	22.46300702	45
4.26663	22.315878	45
4.4352375	22.27579735	45
5.31201	22.05901541	45
5.9188275	21.90133898	45
6.35703	21.78387517	45
7.132275	21.56912632	45
7.671675	21.41476468	45
8.4804	21.17618806	45
9.22215	20.95024539	45
10.300725	20.61029616	45
11.00865	20.3802248	45
11.5143	20.21267829	45
11.8512	20.09960471	45
12.221775	19.97392658	45
13.199325	19.63604374	45
13.805775	19.42194922	45
14.17635	19.28949	45
14.445975	19.19234994	45
14.6142	19.13141981	45
0	18.22222222	40
1.634833333	18.03267671	40
2.024346667	17.96932974	40
2.383886667	17.90691708	40
2.6535	17.85787566	40
3.223193333	17.74854876	40
3.79256	17.63229866	40
3.942433333	17.60063001	40
4.721786667	17.42934551	40
5.26118	17.30476167	40
5.650693333	17.21195075	40
6.3398	17.04227265	40
6.819266667	16.9203079	40
7.538133333	16.73180291	40
8.197466667	16.55328031	40
9.1562	16.28467845	40
9.785466667	16.10289367	40
10.23493333	15.97051124	40
10.5344	15.88116916	40
10.8638	15.78186792	40
11.73273333	15.51489876	40
12.2718	15.34573765	40
12.6012	15.24107852	40
12.84086667	15.16432588	40
12.9904	15.11618355	40
0	13.95138889	35
1.430479167	13.8062681	35
1.771303333	13.75776808	35
2.085900833	13.70998339	35
2.3218125	13.67243606	35
2.820294167	13.58873264	35
3.31849	13.49972866	35
3.449629167	13.47548235	35
4.131563333	13.34434265	35
4.6035325	13.24895815	35
4.944356667	13.17789979	35
5.547325	13.04799	35
5.966858333	12.95461073	35
6.595866667	12.81028661	35
7.172783333	12.67360524	35
8.011675	12.46795694	35
8.562283333	12.32877797	35
8.955566667	12.22742267	35
9.2176	12.15902014	35
9.505825	12.08299262	35
10.26614167	11.87859436	35
10.737825	11.74908039	35
11.02605	11.66895074	35
11.23575833	11.610187	35
11.3666	11.57332803	35
0	10.25	30
1.226125	10.14338065	30
1.51826	10.10774798	30
1.787915	10.07264086	30
1.990125	10.04505506	30
2.417395	9.983558677	30
2.84442	9.918167998	30
2.956825	9.900354379	30
3.54134	9.804006847	30
3.945885	9.733928438	30
4.23802	9.681722297	30
4.75485	9.586278366	30
5.11445	9.517673192	30
5.6536	9.411639139	30
6.1481	9.311220173	30
6.86715	9.160131628	30
7.3391	9.057877689	30
7.6762	8.983412575	30
7.9008	8.933157651	30
8.14785	8.877300703	30
8.79955	8.727130551	30
9.20385	8.631977429	30
9.4509	8.573106669	30
9.63065	8.529933307	30
9.7428	8.502853247	30
